account_no,customer_name,branch_id,branch_name,brand,model_code,vehicle_category,gross_principal_amount,down_payment,principal_loan_amount,term_years,term_months,factor_rate,total_payable,monthly_amortization,current_term,remaining_terms,term_progress_ratio,monthly_income,dti_ratio,employment_type,residential_ownership,length_of_stay_years,marital_status,dependents_count,payment_method_preference,behavioral_archetype,ci_negative_flags,has_phone_bounce,rebate_streak,late_penalty_streak,overdue_count,partial_payment_ratio,on_time_reliability,current_status,total_paid_gross,total_penalties_paid,total_paid_net,principal_paid,remaining_principal,total_arrears,early_settlement_amount,early_savings,buyout_propensity,will_default_90d,early_settlement_target
ACC-2027012,"Perez, Cristina",3,TUBOD,HONDA,CLICK 160,Maxi-Scooter,136500.0,23900.0,112600.0,3,36,1.72,193672.0,5379.78,32,4,0.889,33600.0,0.16,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,2.8,Head of Household,0,Field Agent Collector,PRIME_CONSISTENT,0,0,1,1,0,0.95,0.836,active,163545.31,200.0,163345.31,94968.2,17631.8,0.0,30326.7,0.0,LOW,0,0
ACC-2027013,"Torres, Arnel",3,TUBOD,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,86400.0,23100.0,63300.0,2,24,1.48,93684.0,3903.5,23,1,0.958,31100.0,0.126,BPO / Tech / Remote Specialist,Owned (Clean Land Title),9.4,Married,2,Cash at Counter,ADVANCE_PREPAYER,1,0,24,0,0,1.0434782608695652,1.0,active,93684.0,0.0,93684.0,63300.0,0.0,0.0,0.0,0.0,HIGH,0,1
ACC-2027014,"Fernandez, Noel",1,LALA,HONDA,CT100B,Backbone/Tricycle,59000.0,15200.0,43800.0,2,24,1.48,64824.0,2701.0,14,10,0.583,50700.0,0.053,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),11.7,Married,2,GCash / Maya,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.947,active,37814.0,0.0,37814.0,25550.0,18250.0,0.0,27010.0,0.0,LOW,0,0
ACC-2027015,"Garcia, Shirley",1,LALA,HONDA,CT100B,Backbone/Tricycle,59000.0,14700.0,44300.0,3,36,1.72,76196.0,2116.56,31,5,0.861,55800.0,0.038,BPO / Tech / Remote Specialist,Rented House / Apartment,9.6,Married,1,GCash / Maya,PRIME_CONSISTENT,1,0,3,1,0,0.96,0.825,active,62988.83,200.0,62788.83,36505.13,7794.87,0.0,13407.18,0.0,LOW,0,0
ACC-2027016,"Mercado, Arnel",3,TUBOD,YAMAHA,MIO FAZZIO,Retro Scooter,93900.0,10600.0,83300.0,2,24,1.48,123284.0,5136.83,7,17,0.292,95800.0,0.054,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,3.3,Single,3,Cash at Counter,ADVANCE_PREPAYER,0,0,9,0,0,1.2857142857142856,1.0,active,46231.47,0.0,46231.47,31237.48,52062.52,0.0,65598.78,11453.75,LOW,0,0
ACC-2027017,"Fernandez, Bryan",3,TUBOD,YAMAHA,MIO SPORTY,Scooter,70900.0,15500.0,55400.0,1,12,1.26,69804.0,5817.0,4,8,0.333,48200.0,0.121,Micro-Business / Sari-Sari / Eatery Owner,Informal Settler / Mortgaged / Tenant,1.7,Single,1,Cash at Counter,SEVERE_DEFAULT_HAZARD,2,0,0,4,4,0.41,0.107,defaulted,9539.88,800.0,8739.88,6936.41,48463.59,24068.0,61064.12,0.0,LOW,1,0
ACC-2027018,"Magno, Ana",1,LALA,SUZUKI,SMASH 115,Underbone,59400.0,7700.0,51700.0,3,36,1.72,88924.0,2470.11,20,16,0.556,51700.0,0.048,BPO / Tech / Remote Specialist,Owned (Clean Land Title),7.9,Head of Household,1,Cash at Counter,ADVANCE_PREPAYER,0,0,14,0,0,1.15,1.0,active,56812.53,0.0,56812.53,33030.54,18669.46,0.0,27630.8,4480.67,LOW,0,0
ACC-2027019,"Ramos, Ramil",1,LALA,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,84900.0,14400.0,70500.0,3,36,1.72,121260.0,3368.33,34,2,0.944,25200.0,0.134,Agriculture / Rice / Coconut Farmer,Living with Parents / Family Compound,5.4,Head of Household,1,Bank Transfer,CHRONIC_OVERDUE,2,0,0,4,1,0.88,0.597,delinquent,100780.43,800.0,99980.43,58128.16,12371.84,3568.33,21279.56,0.0,LOW,1,0
ACC-2027020,"Macapagal, Arnel",1,LALA,YAMAHA,MIO FAZZIO,Retro Scooter,96900.0,12900.0,84000.0,1,12,1.26,105840.0,8820.0,1,11,0.083,32700.0,0.27,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,1.7,Married,3,Field Agent Collector,PRIME_CONSISTENT,0,0,2,1,0,0.99,0.935,active,8731.8,200.0,8531.8,6771.27,77228.73,0.0,97308.2,0.0,LOW,0,0
ACC-2027021,"Castillo, Jerome",1,LALA,YAMAHA,AEROX 155,Sport Scooter,125400.0,22600.0,102800.0,1,12,1.26,129528.0,10794.0,8,4,0.667,49200.0,0.219,OFW Remittance / Seafarer Family,Informal Settler / Mortgaged / Tenant,3.3,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,3,0,0,0.95,0.93,active,82034.4,0.0,82034.4,65106.67,37693.33,0.0,47493.6,0.0,LOW,0,0
ACC-2027022,"Macapagal, Eduardo",2,KAPATAGAN,YAMAHA,SNIPER 155,Sport Underbone,123900.0,33000.0,90900.0,3,36,1.72,156348.0,4343.0,9,27,0.25,98800.0,0.044,OFW Remittance / Seafarer Family,Owned (Clean Land Title),2.6,Single,1,GCash / Maya,ADVANCE_PREPAYER,1,0,10,0,0,1.1111111111111112,1.0,active,43430.0,0.0,43430.0,25250.0,65650.0,0.0,82719.0,30199.0,LOW,0,0
ACC-2027023,"Fernandez, Jennifer",2,KAPATAGAN,HONDA,BEAT PREMIUM,Scooter,75400.0,13500.0,61900.0,3,36,1.72,106468.0,2957.44,4,32,0.111,28300.0,0.105,Retail Store / Security / Service Crew,Informal Settler / Mortgaged / Tenant,3.5,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,1,0,0,0.97,0.878,active,11474.87,0.0,11474.87,6671.44,55228.56,0.0,69587.99,25405.13,LOW,0,0
ACC-2027024,"Salazar, Grace",3,TUBOD,HONDA,ADV160,Adventure Scooter,169900.0,23200.0,146700.0,2,24,1.48,217116.0,9046.5,20,4,0.833,28400.0,0.319,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),5.0,Married,3,Cash at Counter,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.988,active,180930.0,0.0,180930.0,122250.0,24450.0,0.0,36186.0,0.0,LOW,0,0
ACC-2027025,"Tan, Shirley",3,TUBOD,SUZUKI,RAIDER 150 FI,Underbone,121400.0,22300.0,99100.0,1,12,1.26,124866.0,10405.5,8,4,0.667,35700.0,0.291,Healthcare / Nurse / Medical Staff,Owned (Clean Land Title),14.8,Single,0,Cash at Counter,PRIME_CONSISTENT,2,0,5,0,0,0.97,0.914,active,80746.68,0.0,80746.68,64084.67,35015.33,0.0,44119.32,0.0,LOW,0,0
ACC-2027026,"Santos, Fatima",3,TUBOD,YAMAHA,SNIPER 155,Sport Underbone,123900.0,33600.0,90300.0,2,24,1.48,133644.0,5568.5,15,9,0.625,49900.0,0.112,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,3.8,Single,1,Cash at Counter,ADVANCE_PREPAYER,1,0,8,0,0,1.0666666666666667,1.0,active,89096.0,0.0,89096.0,60200.0,30100.0,0.0,44548.0,0.0,LOW,0,0
ACC-2027027,"Alcantara, Bernadette",2,KAPATAGAN,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,81900.0,12800.0,69100.0,2,24,1.48,102268.0,4261.17,12,12,0.5,58000.0,0.073,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),13.0,Married,2,Cash at Counter,PRIME_CONSISTENT,1,0,12,0,0,1.0,0.97,active,51134.04,0.0,51134.04,34550.03,34549.97,0.0,51133.96,0.0,HIGH,0,1
ACC-2027028,"Mendoza, Dante",3,TUBOD,KAWASAK,P24KK,Backbone/Tricycle,65000.0,14800.0,50200.0,2,24,1.48,74296.0,3095.67,17,7,0.708,25200.0,0.123,Retail Store / Security / Service Crew,Owned (Clean Land Title),6.2,Head of Household,0,GCash / Maya,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.985,active,52626.39,0.0,52626.39,35558.37,14641.63,0.0,21669.61,0.0,LOW,0,0
ACC-2027029,"Bautista, Alexander",2,KAPATAGAN,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,86400.0,18000.0,68400.0,1,12,1.26,86184.0,7182.0,12,0,1.0,37400.0,0.192,Healthcare / Nurse / Medical Staff,Rented House / Apartment,18.1,Head of Household,5,Cash at Counter,PRIME_CONSISTENT,0,0,2,1,0,0.97,0.822,active,83598.48,200.0,83398.48,66189.27,2210.73,0.0,3271.88,0.0,LOW,0,0
ACC-2027030,"Alcantara, Joy",1,LALA,HONDA,TMX125 ALPHA,Backbone/Utility,56400.0,6000.0,50400.0,1,12,1.26,63504.0,5292.0,12,0,1.0,22100.0,0.239,Skilled Tradesman / Welder / Carpenter,Owned (Clean Land Title),4.2,Single,5,Cash at Counter,PRIME_CONSISTENT,0,0,5,1,0,0.98,0.932,active,62233.92,200.0,62033.92,49233.27,1166.73,0.0,1726.76,0.0,LOW,1,0
ACC-2027031,"Bautista, Ana",1,LALA,HONDA,CLICK 160,Maxi-Scooter,136500.0,19300.0,117200.0,2,24,1.48,173456.0,7227.33,20,4,0.833,70400.0,0.103,Government / Public Teacher / Uniformed,Living with Parents / Family Compound,7.4,Married,4,GCash / Maya,PRIME_CONSISTENT,1,0,2,1,0,0.97,0.831,active,140210.2,200.0,140010.2,94601.49,22598.51,0.0,33445.79,0.0,LOW,0,0
ACC-2027032,"Aquino, Ramil",1,LALA,YAMAHA,MIO FAZZIO,Retro Scooter,93900.0,19200.0,74700.0,1,12,1.26,94122.0,7843.5,8,4,0.667,71100.0,0.11,OFW Remittance / Seafarer Family,Rented House / Apartment,1.8,Married,3,GCash / Maya,PRIME_CONSISTENT,1,0,2,0,0,0.99,0.877,active,62120.52,0.0,62120.52,49302.0,25398.0,0.0,32001.48,0.0,LOW,0,0
ACC-2027033,"Valdez, Karen",1,LALA,SUZUKI,RAIDER 150 FI,Underbone,119900.0,15100.0,104800.0,2,24,1.48,155104.0,6462.67,1,23,0.042,22300.0,0.29,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),4.0,Married,5,Cash at Counter,PRIME_CONSISTENT,0,0,4,1,0,0.99,0.876,active,6398.04,200.0,6198.04,4187.86,100612.14,0.0,126771.3,22134.67,LOW,0,0
ACC-2027034,"Retiza, Karen",3,TUBOD,YAMAHA,SNIPER 155,Sport Underbone,125400.0,23500.0,101900.0,3,36,1.72,175268.0,4868.56,7,29,0.194,32900.0,0.148,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,18.1,Head of Household,4,GCash / Maya,PRIME_CONSISTENT,0,0,2,1,0,0.98,0.848,active,33398.32,200.0,33198.32,19301.35,82598.65,0.0,104074.3,37995.38,LOW,0,0
ACC-2027035,"Valdez, Noel",1,LALA,SUZUKI,SMASH 115,Underbone,63900.0,16600.0,47300.0,2,24,1.48,70004.0,2916.83,3,21,0.125,32300.0,0.09,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,11.8,Head of Household,0,Cash at Counter,PRIME_CONSISTENT,1,0,1,0,0,0.98,0.838,active,8575.48,0.0,8575.48,5794.24,41505.76,0.0,52297.26,9131.26,LOW,0,0
ACC-2027036,"Ramos, Rommel",1,LALA,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,86400.0,21000.0,65400.0,2,24,1.48,96792.0,4033.0,22,2,0.917,29100.0,0.139,Retail Store / Security / Service Crew,Owned (Clean Land Title),8.0,Single,3,Cash at Counter,SEVERE_DEFAULT_HAZARD,3,1,0,6,5,0.2,0.108,defaulted,17745.2,1200.0,16545.2,11179.19,54220.81,21165.0,80246.8,0.0,LOW,1,0
ACC-2027037,"Villanueva, Reynaldo",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,63500.0,14100.0,49400.0,2,24,1.48,73112.0,3046.33,23,1,0.958,33700.0,0.09,BPO / Tech / Remote Specialist,Owned (Clean Land Title),19.1,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,16,0,0,1.0,0.955,active,70065.59,0.0,70065.59,47341.61,2058.39,0.0,3046.42,0.0,HIGH,0,1
ACC-2027038,"Bautista, Arnel",1,LALA,HONDA,CLICK 160,Maxi-Scooter,136500.0,23500.0,113000.0,3,36,1.72,194360.0,5398.89,1,35,0.028,57700.0,0.094,Government / Public Teacher / Uniformed,Owned (Clean Land Title),9.8,Married,2,Cash at Counter,PRIME_CONSISTENT,1,0,1,0,0,1.0,0.945,active,5398.89,0.0,5398.89,3138.89,109861.11,0.0,138425.0,50536.11,LOW,0,0
ACC-2027039,"Retiza, Angelica",1,LALA,YAMAHA,MIO GEAR 125,Scooter,82400.0,9300.0,73100.0,3,36,1.72,125732.0,3492.56,28,8,0.778,24100.0,0.145,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,11.3,Married,1,Cash at Counter,PRIME_CONSISTENT,1,0,3,0,0,0.97,0.909,active,94857.93,0.0,94857.93,55149.96,17950.04,0.0,30874.07,0.0,LOW,0,0
ACC-2027040,"Alcantara, Lito",1,LALA,YAMAHA,MIO FAZZIO,Retro Scooter,90900.0,25000.0,65900.0,2,24,1.48,97532.0,4063.83,11,13,0.458,52900.0,0.077,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),8.1,Single,1,Cash at Counter,PRIME_CONSISTENT,0,0,11,0,0,1.0,0.983,active,44702.13,0.0,44702.13,30204.14,35695.86,0.0,44976.78,7853.09,HIGH,0,1
ACC-2027041,"Tolentino, Kenneth",3,TUBOD,HONDA,CT100B,Backbone/Tricycle,60500.0,8400.0,52100.0,1,12,1.26,65646.0,5470.5,7,5,0.583,25700.0,0.213,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),9.8,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,7,0,0,1.0,0.957,active,38293.5,0.0,38293.5,30391.67,21708.33,0.0,27352.5,0.0,LOW,0,0
ACC-2027042,"Dela Cruz, Ramil",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,61900.0,9700.0,52200.0,3,36,1.72,89784.0,2494.0,8,28,0.222,24400.0,0.102,Retail Store / Security / Service Crew,Living with Parents / Family Compound,3.0,Married,0,Bank Transfer,PRIME_CONSISTENT,0,0,5,1,0,0.97,0.922,active,19353.44,200.0,19153.44,11135.72,41064.28,0.0,51740.99,18889.57,LOW,0,0
ACC-2027043,"Santos, Rowena",1,LALA,YAMAHA,MIO GEAR 125,Scooter,79400.0,12100.0,67300.0,2,24,1.48,99604.0,4150.17,23,1,0.958,26100.0,0.159,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),15.2,Married,2,Cash at Counter,CHRONIC_OVERDUE,3,1,0,3,2,0.64,0.457,delinquent,61090.5,600.0,60490.5,40871.96,26428.04,8700.34,39113.5,0.0,LOW,1,0
ACC-2027044,"Magno, Grace",2,KAPATAGAN,SUZUKI,RAIDER 150 FI,Underbone,116900.0,29600.0,87300.0,2,24,1.48,129204.0,5383.5,5,19,0.208,35200.0,0.153,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,9.1,Married,0,GCash / Maya,PRIME_CONSISTENT,0,0,1,0,0,0.99,0.847,active,26648.33,0.0,26648.33,18005.63,69294.37,0.0,87310.91,15244.76,LOW,0,0
ACC-2027045,"Macapagal, Shirley",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,125400.0,34800.0,90600.0,1,12,1.26,114156.0,9513.0,5,7,0.417,39500.0,0.241,BPO / Tech / Remote Specialist,Living with Parents / Family Compound,5.5,Married,0,Cash at Counter,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.942,active,47565.0,0.0,47565.0,37750.0,52850.0,0.0,66591.0,0.0,LOW,0,0
ACC-2027046,"Santos, Alexander",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,65000.0,15400.0,49600.0,2,24,1.48,73408.0,3058.67,6,18,0.25,28600.0,0.107,Private Corporate / Bank / Office Staff,Living with Parents / Family Compound,7.2,Married,0,Cash at Counter,PRIME_CONSISTENT,0,0,6,0,0,1.0,0.949,active,18352.02,0.0,18352.02,12400.01,37199.99,0.0,46871.99,8184.0,LOW,0,0
ACC-2027047,"Abad, Jennifer",2,KAPATAGAN,HONDA,TMX125 ALPHA,Backbone/Utility,57900.0,8000.0,49900.0,1,12,1.26,62874.0,5239.5,7,5,0.583,25500.0,0.205,Retail Store / Security / Service Crew,Owned (Clean Land Title),12.7,Married,2,Field Agent Collector,PRIME_CONSISTENT,0,0,5,0,0,1.0,0.991,active,36676.5,0.0,36676.5,29108.33,20791.67,0.0,26197.5,0.0,LOW,0,0
ACC-2027048,"Lim, Karen",1,LALA,KAWASAK,P24KK,Backbone/Tricycle,65000.0,12900.0,52100.0,3,36,1.72,89612.0,2489.22,22,14,0.611,31300.0,0.08,Government / Public Teacher / Uniformed,Rented House / Apartment,12.3,Married,1,Cash at Counter,ADVANCE_PREPAYER,0,0,10,0,0,1.1363636363636362,1.0,active,62230.5,0.0,62230.5,36180.52,15919.48,0.0,23560.83,3820.68,HIGH,0,1
ACC-2027049,"Castillo, Michael",3,TUBOD,HONDA,PCX160,Maxi-Scooter,135000.0,15100.0,119900.0,1,12,1.26,151074.0,12589.5,12,0,1.0,21000.0,0.6,Agriculture / Rice / Coconut Farmer,Owned (Clean Land Title),6.4,Head of Household,0,Cash at Counter,SEVERE_DEFAULT_HAZARD,2,0,0,8,4,0.07,0.108,defaulted,10575.18,1600.0,8975.18,7123.16,112776.84,51158.0,166909.72,0.0,LOW,1,0
ACC-2027050,"Bautista, Alexander",2,KAPATAGAN,KAWASAKI,P24KK (BARAKO II),Backbone/Tricycle,70000.0,10500.0,59500.0,1,12,1.26,74970.0,6247.5,4,8,0.333,32900.0,0.19,BPO / Tech / Remote Specialist,Owned (Clean Land Title),8.7,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,4,0,0,1.0,0.942,active,24990.0,0.0,24990.0,19833.33,39666.67,0.0,49980.0,0.0,LOW,0,0
ACC-2027051,"Salazar, Cesar",2,KAPATAGAN,HONDA,WAVE RSX,Underbone,67900.0,11000.0,56900.0,3,36,1.72,97868.0,2718.56,3,33,0.083,57200.0,0.048,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,7.2,Married,3,Cash at Counter,PRIME_CONSISTENT,1,0,2,1,0,0.96,0.935,active,7829.45,200.0,7629.45,4435.73,52464.27,0.0,66104.98,24133.56,LOW,0,0
ACC-2027052,"Abad, Lito",3,TUBOD,HONDA,CT100B,Backbone/Tricycle,65000.0,7500.0,57500.0,1,12,1.26,72450.0,6037.5,2,10,0.167,44700.0,0.135,Government / Public Teacher / Uniformed,Rented House / Apartment,10.1,Single,2,GCash / Maya,ADVANCE_PREPAYER,0,0,3,0,0,1.5,1.0,active,18112.5,0.0,18112.5,14375.0,43125.0,0.0,54337.5,0.0,LOW,0,0
ACC-2027053,"Lim, Juan",1,LALA,YAMAHA,AEROX 155,Sport Scooter,125400.0,26700.0,98700.0,3,36,1.72,169764.0,4715.67,21,15,0.583,45000.0,0.105,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),4.7,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,15,0,0,1.0,0.987,active,99029.07,0.0,99029.07,57575.04,41124.96,0.0,60864.94,9869.99,LOW,0,0
ACC-2027054,"Torres, Danilo",1,LALA,HONDA,BEAT PREMIUM,Scooter,75400.0,16800.0,58600.0,2,24,1.48,86728.0,3613.67,19,5,0.792,38400.0,0.094,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),33.8,Single,2,GCash / Maya,PRIME_CONSISTENT,3,0,3,0,0,0.98,0.886,active,67286.54,0.0,67286.54,45463.88,13136.12,0.0,19441.46,0.0,LOW,0,0
ACC-2027055,"Valdez, Cesar",3,TUBOD,SUZUKI,BURGMAN STREET 125,Maxi-Scooter,80400.0,13200.0,67200.0,1,12,1.26,84672.0,7056.0,1,11,0.083,63500.0,0.111,BPO / Tech / Remote Specialist,Owned (Clean Land Title),8.7,Married,0,GCash / Maya,ADVANCE_PREPAYER,1,0,2,0,0,2.0,1.0,active,14112.0,0.0,14112.0,11200.0,56000.0,0.0,70560.0,0.0,LOW,0,0
ACC-2027056,"Retiza, Eduardo",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,126900.0,27900.0,99000.0,2,24,1.48,146520.0,6105.0,3,21,0.125,41400.0,0.147,Micro-Business / Sari-Sari / Eatery Owner,Living with Parents / Family Compound,29.9,Married,0,Cash at Counter,CRUMB_PARTIAL,3,0,0,3,1,0.82,0.635,delinquent,15018.3,600.0,14418.3,9742.09,89257.91,6305.0,112464.97,19636.74,LOW,1,0
ACC-2027057,"Fernandez, Christian",2,KAPATAGAN,YAMAHA,SNIPER 155,Sport Underbone,123900.0,20200.0,103700.0,2,24,1.48,153476.0,6394.83,2,22,0.083,35600.0,0.18,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),3.9,Married,3,GCash / Maya,PRIME_CONSISTENT,0,0,2,0,0,1.0,0.989,active,12789.66,0.0,12789.66,8641.66,95058.34,0.0,119773.51,20912.83,LOW,0,0
ACC-2027058,"Mercado, Jose",2,KAPATAGAN,SUZUKI,RAIDER 150 FI,Underbone,118400.0,25700.0,92700.0,3,36,1.72,159444.0,4429.0,36,0,1.0,49700.0,0.089,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),7.1,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,14,0,0,1.0,0.953,active,159444.0,0.0,159444.0,92700.0,0.0,0.0,0.0,0.0,LOW,0,0
ACC-2027059,"Salazar, Christian",3,TUBOD,YAMAHA,MIO GEAR 125,Scooter,77900.0,13100.0,64800.0,2,24,1.48,95904.0,3996.0,21,3,0.875,63800.0,0.063,Micro-Business / Sari-Sari / Eatery Owner,Rented House / Apartment,2.4,Married,2,Bank Transfer,PRIME_CONSISTENT,1,0,4,1,0,0.96,0.847,active,80559.36,200.0,80359.36,54296.86,10503.14,0.0,15544.65,0.0,LOW,0,0
ACC-2027060,"Garcia, Rowena",1,LALA,YAMAHA,MIO GEAR 125,Scooter,82400.0,14600.0,67800.0,1,12,1.26,85428.0,7119.0,1,11,0.083,49900.0,0.143,OFW Remittance / Seafarer Family,Owned (Clean Land Title),10.4,Head of Household,3,Cash at Counter,PRIME_CONSISTENT,2,1,5,0,0,0.99,0.839,active,7047.81,0.0,7047.81,5593.5,62206.5,0.0,78380.19,0.0,LOW,0,0
ACC-2027061,"Reyes, Ana",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,122400.0,20300.0,102100.0,2,24,1.48,151108.0,6296.17,23,1,0.958,60400.0,0.104,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,2.5,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,17,0,0,1.0,0.985,active,144811.91,0.0,144811.91,97845.89,4254.11,0.0,6296.08,0.0,HIGH,0,1
ACC-2027062,"Mendoza, Eduardo",1,LALA,SUZUKI,SMASH 115,Underbone,65400.0,12400.0,53000.0,2,24,1.48,78440.0,3268.33,17,7,0.708,18600.0,0.176,Skilled Tradesman / Welder / Carpenter,Living with Parents / Family Compound,4.9,Single,2,Cash at Counter,PRIME_CONSISTENT,1,0,4,0,0,0.97,0.855,active,53894.76,0.0,53894.76,36415.38,16584.62,0.0,24545.24,0.0,LOW,0,0
ACC-2027063,"Dela Cruz, Kenneth",2,KAPATAGAN,YAMAHA,MIO GEAR 125,Scooter,80900.0,12500.0,68400.0,2,24,1.48,101232.0,4218.0,1,23,0.042,33800.0,0.125,Healthcare / Nurse / Medical Staff,Living with Parents / Family Compound,7.2,Married,3,Cash at Counter,PRIME_CONSISTENT,0,0,1,0,0,1.0,0.987,active,4218.0,0.0,4218.0,2850.0,65550.0,0.0,82593.0,14421.0,LOW,0,0
ACC-2027064,"Reyes, Jerome",2,KAPATAGAN,KAWASAK,P24KK,Backbone/Tricycle,60500.0,11900.0,48600.0,1,12,1.26,61236.0,5103.0,10,2,0.833,31800.0,0.16,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),3.4,Married,1,Cash at Counter,PRIME_CONSISTENT,0,0,8,0,0,1.0,0.992,active,51030.0,0.0,51030.0,40500.0,8100.0,0.0,10206.0,0.0,HIGH,0,1
ACC-2027065,"Espino, Rodel",3,TUBOD,HONDA,ADV160,Adventure Scooter,163900.0,30300.0,133600.0,2,24,1.48,197728.0,8238.67,17,7,0.708,57800.0,0.143,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),6.2,Married,1,GCash / Maya,PRIME_CONSISTENT,0,0,17,0,0,1.0,0.947,active,140057.39,0.0,140057.39,94633.37,38966.63,0.0,57670.61,0.0,LOW,0,0
ACC-2027066,"Fernandez, Noel",3,TUBOD,KAWASAK,CLICK 125I,Scooter,83500.0,14900.0,68600.0,1,12,1.26,86436.0,7203.0,9,3,0.75,49100.0,0.147,Private Corporate / Bank / Office Staff,Owned (Clean Land Title),15.9,Married,4,GCash / Maya,PRIME_CONSISTENT,1,0,4,0,0,0.95,0.837,active,61585.65,0.0,61585.65,48877.5,19722.5,0.0,24850.35,0.0,LOW,0,0
ACC-2027067,"Magno, Ana",3,TUBOD,HONDA,WAVE RSX,Underbone,66400.0,18100.0,48300.0,2,24,1.48,71484.0,2978.5,14,10,0.583,21000.0,0.142,Tricycle / Habal-Habal / Courier Driver,Owned (Clean Land Title),3.0,Head of Household,1,Cash at Counter,PRIME_CONSISTENT,0,0,2,0,0,0.97,0.856,active,40448.03,0.0,40448.03,27329.75,20970.25,0.0,31035.97,0.0,LOW,0,0
ACC-2027068,"De Leon, Rommel",1,LALA,HONDA,TMX125 ALPHA,Backbone/Utility,60900.0,12400.0,48500.0,2,24,1.48,71780.0,2990.83,15,9,0.625,91000.0,0.033,OFW Remittance / Seafarer Family,Living with Parents / Family Compound,3.3,Married,1,GCash / Maya,ADVANCE_PREPAYER,0,0,18,0,0,1.2,1.0,active,53834.94,0.0,53834.94,36374.96,12125.04,0.0,17945.06,0.0,LOW,0,0
ACC-2027069,"Retiza, Dante",2,KAPATAGAN,KAWASAK,CLICK 125I,Scooter,82000.0,13500.0,68500.0,2,24,1.48,101380.0,4224.17,19,5,0.792,44600.0,0.095,Micro-Business / Sari-Sari / Eatery Owner,Owned (Clean Land Title),2.6,Married,2,Cash at Counter,PRIME_CONSISTENT,0,0,19,0,0,1.0,0.974,active,80259.23,0.0,80259.23,54229.21,14270.79,0.0,21120.77,0.0,LOW,0,0
ACC-2027070,"Santos, Arnel",2,KAPATAGAN,YAMAHA,AEROX 155,Sport Scooter,126900.0,28300.0,98600.0,2,24,1.48,145928.0,6080.33,8,16,0.333,31200.0,0.195,Tricycle / Habal-Habal / Courier Driver,Living with Parents / Family Compound,3.1,Married,3,Bank Transfer,PRIME_CONSISTENT,1,0,1,0,0,0.96,0.92,active,46696.93,0.0,46696.93,31551.98,67048.02,0.0,84480.51,14750.56,LOW,0,0
ACC-2027071,"Fernandez, Grace",2,KAPATAGAN,KAWASAK,CLICK 125I,Scooter,83500.0,14700.0,68800.0,2,24,1.48,101824.0,4242.67,8,16,0.333,34500.0,0.123,Government / Public Teacher / Uniformed,Rented House / Apartment,4.3,Single,2,Cash at Counter,PRIME_CONSISTENT,0,0,8,0,0,1.0,0.979,active,33941.36,0.0,33941.36,22933.35,45866.65,0.0,57791.98,10090.66,LOW,0,0
